,state_code,latitude,longitude,zip_code,id,city,Unnamed: 6,name,status,labels,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,state_code.1,is_CA,is_NY,is_MA,is_TX,is_otherstate,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,object_id,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500
309,CA,37.537541999999995,-122.32760900000001,94403,c:18804,San Mateo,,Bizanga,acquired,1,1/1/2003,,2/17/2009,2/17/2009,6.1342,6.1342,7.1726,7.1726,5,1,8000000,1,CA,1,0,0,0,0,security,0,0,0,0,0,0,0,0,0,1,c:18804,0,0,0,1,0,0,2.0,1
310,CA,34.154942600000005,-118.65454709999999,91302,c:18875,Calabasas,,Emergent Game Technologies,acquired,1,1/1/2000,,7/5/2007,12/10/2009,7.5123,9.9479,0.4164,0.4164,3,5,51450000,1,CA,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:18875,1,0,0,0,0,1,5.6667,1
311,CA,37.423369799999996,-122.09868590000002,94303,c:18897,Palo Alto,,Punch Entertainment,closed,0,5/10/2005,4/16/2012,2/27/2006,2/27/2006,0.8027,0.8027,5.3151,5.3151,4,1,1200000,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:18897,0,0,1,0,0,0,1.0,0
312,CA,37.779518200000005,-122.3902619,94107,c:1895,San Francisco,,Current Media,closed,0,1/1/2005,8/20/2013,7/29/2005,7/29/2005,0.5726,0.5726,5.1671,8.0082,12,1,15000000,2,CA,1,0,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,c:1895,0,0,1,0,0,0,3.0,0
313,CO,40.01621,-105.28131,80302,c:1896,Boulder,,Lijit Networks,acquired,1,6/1/2006,,1/1/2007,4/20/2011,0.5863,4.8877,3.674,4.8877,14,6,28300000,2,CO,0,0,0,0,1,advertising,0,0,0,0,1,0,0,0,0,0,c:1896,0,0,1,1,1,1,2.8,1
314,CT,54.983201,-1.574631,6103,c:1899,Hartford,Hartford CT 6103,MOLI,closed,0,1/1/2008,5/24/2010,1/1/2007,1/1/2008,-1.0,0.0,-1.5863,0.863,9,2,55600000,2,CT,0,0,0,0,1,network_hosting,0,0,0,0,0,0,0,0,0,1,c:1899,0,0,1,1,0,0,2.0,0
315,CA,37.3492097,-122.0326019,94087,c:190214,Sunnyvale,,Behavio,acquired,1,6/12/2012,,6/1/2012,6/1/2012,-0.0301,-0.0301,0.13699999999999998,0.13699999999999998,3,1,355000,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:190214,0,1,0,0,0,0,1.0,0
316,CT,41.853615000000005,-72.70375,6002,c:19101,Bloomfield,,Pocket Communications Northeast,closed,0,1/1/2006,1/1/2012,11/1/2008,2/20/2009,2.8356,3.1397,3.3781,3.7753,0,2,125000000,2,CT,0,0,0,0,1,mobile,0,0,1,0,0,0,0,0,0,0,c:19101,0,0,1,1,0,0,2.0,1
317,CA,32.718834,-117.16384099999999,92121,c:19208,San Diego,,Intercasting,acquired,1,1/1/2004,,8/9/2005,5/7/2007,1.6055,3.3479,1.8356,5.4055,4,2,17500000,2,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:19208,0,0,1,1,0,0,2.5,1
318,CA,37.788266,-122.403865,94108,c:1923,San Francisco,,Lookery,acquired,1,8/1/2007,,2/7/2008,9/4/2008,0.5205,1.0959,0.2521,2.0575,12,2,3150000,2,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:1923,0,1,1,0,0,0,11.5,1
319,CA,37.413319,-121.9160606,95035,c:19234,Milpitas,,Pliant Technology,acquired,1,4/1/2006,,2/20/2008,1/5/2010,1.8904,3.7671,0.9151,5.126,9,3,50300006,2,CA,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:19234,1,0,1,0,1,0,3.3333,1
320,CA,33.5842816,-117.7306817,92656,c:19257,Aliso Viejo,,Enclarity,acquired,1,2/1/2005,,3/10/2009,3/10/2009,4.1041,4.1041,1.9151,1.9151,18,1,5500000,1,CA,1,0,0,0,0,consulting,0,0,0,0,0,0,0,0,1,0,c:19257,0,0,0,0,1,0,2.0,1
321,MA,42.432106,-71.453968,1754,c:19483,Maynard,Maynard MA 1754,Tizor Systems,acquired,1,1/1/2002,,9/12/2005,2/7/2006,3.6986,4.1041,,,4,2,15000000,0,MA,0,0,1,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:19483,0,0,0,1,0,0,5.0,1
322,CA,37.566009,-122.321646,94401,c:195233,San Mateo,San Mateo CA 94401,EdgeSpring,acquired,1,7/1/2010,,7/1/2010,5/17/2013,0.0,2.8795,2.3397,2.3397,15,2,12700000,1,CA,1,0,0,0,0,analytics,0,0,0,0,0,0,0,0,0,1,c:195233,0,0,1,0,0,0,1.5,1
323,IL,41.8969173,-87.6435474,60654,c:195311,Chicago,,walkby,closed,0,8/1/2012,1/1/2013,8/1/2012,4/10/2013,0.0,0.6904,0.0,0.6904,6,2,650000,2,IL,0,0,0,0,1,ecommerce,0,0,0,0,0,0,1,0,0,0,c:195311,1,1,0,0,0,0,1.0,1
324,WA,47.6257402,-122.35816229999999,98119,c:19538,Seattle,,Kashless,closed,0,9/1/2008,12/25/2010,10/29/2008,2/4/2011,0.1589,2.4274,-0.1699,2.2137,1,2,9000000,2,WA,0,0,0,0,1,ecommerce,0,0,0,0,0,0,1,0,0,0,c:19538,1,0,1,0,0,0,1.0,1
325,CA,37.550954,-122.31539599999999,94303,c:1957,Palo Alto,,Sharetivity,closed,0,7/7/2007,11/11/2012,5/1/2006,5/1/2006,-1.1836,-1.1836,0.8301,0.8301,1,1,2000000,1,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:1957,0,0,0,0,0,0,1.0,0
326,PA,40.0751561,-75.2850602,19428,c:19597,Conshohocken,,ClickEquations,acquired,1,1/3/2006,,8/28/2009,8/28/2009,3.6521,3.6521,1.9945,1.9945,4,1,3000000,1,PA,0,0,0,0,1,advertising,0,0,0,0,1,0,0,0,0,0,c:19597,1,0,0,0,0,0,5.0,1
327,CA,37.55818,-122.276454,94404,c:196,Foster City,,Visible Path,acquired,1,1/1/2002,,3/1/2006,3/1/2006,4.1644,4.1644,5.5836,11.3918,5,2,24700000,5,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:196,0,0,1,1,0,0,4.0,1
328,TX,30.384453000000004,-97.70980899999999,78746,c:1967,Austin,,BreakingPoint Systems,acquired,1,8/28/2005,,11/12/2007,4/22/2010,2.2082,4.6521,-0.6548,-0.6548,1,2,20000000,1,TX,0,0,0,1,0,security,0,0,0,0,0,0,0,0,0,1,c:1967,1,0,0,0,1,0,2.0,1
329,MA,42.487150899999996,-71.1986329,1803,c:19670,Burlington,,Viridity Software,acquired,1,1/1/2008,,12/1/2008,8/19/2010,0.9178,2.6329,2.9534,3.9699,5,2,15000000,2,MA,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,c:19670,0,0,1,1,0,0,2.0,1
330,CA,37.40047,-122.072981,94041,c:197,Mountain View,,Wink,acquired,1,8/19/2004,,1/1/2005,1/1/2005,0.3699,0.3699,1.9507,8.3178,5,1,6200000,4,CA,1,0,0,0,0,search,0,0,0,0,0,0,0,0,0,1,c:197,0,0,1,0,0,0,2.0,1
331,CA,37.441537,-122.158332,94301,c:19725,Palo Alto,Palo Alto CA 94301,Codesion,acquired,1,1/1/2002,,9/1/2007,7/1/2010,5.6685,8.5014,6.7534,8.0932,4,3,1400000,2,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:19725,0,1,0,0,0,0,1.0,0
332,WA,47.675489,-122.191667,98033-6314,c:19861,Kirkland,Kirkland WA 98033-6314,SchemaLogic,acquired,1,1/1/2001,,1/17/2005,4/20/2010,4.0466,9.3041,6.0027,6.0027,2,5,18914576,1,WA,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,c:19861,1,0,0,0,1,0,3.0,1
333,WA,47.657942999999996,-117.421226,99202,c:19869,SPOKANE,SPOKANE WA 99202,Pacinian,closed,0,4/1/2007,1/1/2012,12/1/2008,12/1/2008,1.6712,1.6712,,,3,1,350000,0,WA,0,0,0,0,1,hardware,0,0,0,0,0,0,0,0,0,1,c:19869,1,0,0,0,0,0,1.0,0
334,CA,37.775196,-122.41920400000001,94103,c:200,San Francisco,,Seesmic,acquired,1,6/1/2007,,11/1/2007,2/1/2011,0.4192,3.674,0.8932,5.2767,24,3,16000000,4,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:200,0,0,1,1,1,0,5.6667,1
335,PA,40.012771,-75.239234,19004,c:20033,Bala Cynwyd,,PayParade Pictures,closed,0,10/17/2007,1/27/2012,12/1/2008,3/13/2009,1.126,1.4055,0.7918,1.3973,3,2,200000,2,PA,0,0,0,0,1,games_video,0,0,0,0,0,1,0,0,0,0,c:20033,0,1,1,0,0,0,2.0,1
336,MD,39.2328783,-76.8204666,Maryland 21045,c:20062,Columbia,,Heartscape,acquired,1,1/1/2000,10/15/2009,4/24/2007,4/24/2007,7.3151,7.3151,5.0055,5.0055,6,1,16980999,1,MD,0,0,0,0,1,biotech,0,0,0,0,0,0,0,1,0,0,c:20062,0,0,0,1,0,0,1.0,1
337,CA,37.484347,-122.225803,94063,c:20117,Redwood City,Redwood City CA 94063,Zenprise,acquired,1,1/1/2003,,6/6/2005,1/1/2012,2.4301,9.0055,8.5781,10.0137,10,6,64630000,3,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:20117,1,0,0,1,1,0,3.6667,1
338,NY,40.73901,-73.997259,10011,c:20146,New York,New York NY 10011,RightsFlow,acquired,1,10/1/2007,,8/26/2009,8/26/2009,1.9041,1.9041,1.9041,4.0027,13,1,1500000,3,NY,0,1,0,0,0,music,0,0,0,0,0,0,0,0,0,1,c:20146,0,0,1,0,0,0,1.0,0
339,VA,38.030823,-78.48158000000001,22902,c:202,Charlottesville,,Hotelicopter,closed,0,6/1/2006,8/1/2012,11/17/2008,3/31/2011,2.4658,4.8329,0.5863,5.6164,4,2,5000000,6,VA,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,c:202,0,0,1,1,0,0,1.0,0
340,CA,33.5593924,-117.7293854,92656,c:20253,Aliso Viejo,,Networks in Motion,acquired,1,1/1/2000,,3/31/2006,3/31/2006,6.2493,6.2493,7.0055,10.4877,4,1,10000000,2,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:20253,0,0,0,0,1,0,3.0,1
341,NY,40.738566999999996,-73.987199,10007,c:20313,New York,,SpaBooker,acquired,1,11/1/2007,,1/1/2008,10/1/2011,0.1671,3.9178,0.0,2.9178,8,2,14700000,2,NY,0,1,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:20313,0,1,1,0,0,0,4.0,1
342,CA,38.904548999999996,-77.061767,94104,c:2033,San Francisco,,HotPads,acquired,1,5/4/2005,,3/1/2007,3/1/2007,1.8247,1.8247,3.8959,5.9068,15,1,2300000,3,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:2033,0,0,1,0,0,0,1.0,0
343,CO,39.750152,-104.99643799999998,80202,c:20488,Denver,Denver CO 80202,mSnap,acquired,1,6/1/2005,,6/1/2006,6/1/2006,1.0,1.0,3.8110000000000004,4.9178,6,1,5000000,3,CO,0,0,0,0,1,mobile,0,0,1,0,0,0,0,0,0,0,c:20488,0,0,1,0,0,0,1.0,1
344,CA,37.406914,-122.09037,94043,c:20506,Mountain View,Mountain View CA 94043,Ardian,acquired,1,1/1/2003,,1/1/2005,3/23/2009,2.0027,6.2274,4.0027,10.7616,8,3,64080000,2,CA,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,c:20506,0,0,1,1,1,0,4.0,1
345,CA,37.778551,-122.391686,94107,c:20637,San Francisco,,Home-Account,acquired,1,11/1/2008,,4/16/2009,7/16/2009,0.4548,0.7041,0.5808,1.7369999999999999,5,2,1000000,3,CA,1,0,0,0,0,finance,0,0,0,0,0,0,0,0,0,1,c:20637,1,0,1,0,0,0,5.5,1
346,CA,33.615663399999995,-111.89316470000001,90291,c:20672,Santa Monica,,Republic Project,acquired,1,8/1/2008,,9/1/2012,9/1/2012,4.0877,4.0877,4.6685,5.1863,13,1,1000000,2,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:20672,0,1,0,0,0,0,5.0,1
347,CA,37.563584999999996,-122.324621,94410,c:208,San Mateo,,Oodle,acquired,1,1/1/2004,,5/1/2006,9/3/2010,2.3315,6.6767,6.9589,8.9342,17,4,23100000,3,CA,1,0,0,0,0,social,0,0,0,0,0,0,0,0,0,1,c:208,1,0,1,1,1,0,2.0,1
348,WA,47.6447802,-122.325878,98102,c:20832,Seattle,,LookStat,closed,0,1/1/2008,5/29/2012,4/23/2009,4/23/2009,1.3096,1.3096,1.0027,1.3096,3,1,500000,2,WA,0,0,0,0,1,ecommerce,0,0,0,0,0,0,1,0,0,0,c:20832,0,0,1,0,0,0,1.0,1
349,CA,37.524851,-122.257185,94065,c:20847,Redwood City,,Nimsoft,acquired,1,1/1/2002,,1/10/2007,10/13/2008,5.0274,6.7863,8.0055,8.4,11,2,22300000,3,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:20847,0,0,1,1,0,0,3.0,1
350,MA,42.364014000000005,-71.101375,2139,c:20889,Cambridge,,oneforty,acquired,1,3/31/2009,,6/10/2009,1/11/2010,0.1945,0.7836,1.2109999999999999,2.3836,13,4,2345000,3,MA,0,0,1,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:20889,0,1,1,0,0,0,5.75,1
351,MA,42.276315999999994,-71.419229,1702,c:21040,Framingham,Framingham MA 1702,Diligent Technologies,acquired,1,1/1/2002,,8/21/2007,8/21/2007,5.6384,5.6384,4.2493,4.2493,3,1,10500000,1,MA,0,0,1,0,0,security,0,0,0,0,0,0,0,0,0,1,c:21040,0,0,0,0,0,1,4.0,1
352,CA,37.7405936,-122.37647140000001,94107,c:21343,San Francisco,,CoTweet,acquired,1,1/1/2009,,7/9/2009,7/9/2009,0.5178,0.5178,0.5808,4.526,9,1,1100000,2,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:21343,0,0,1,0,0,0,6.0,1
353,RI,41.8274209,-71.40308909999999,2903,c:21359,Providence,,Jobzle,closed,0,6/1/2010,1/1/2013,9/1/2008,6/1/2010,-1.7479,0.0,0.0,0.8055,3,2,30000,2,RI,0,0,0,0,1,other,0,0,0,0,0,0,0,0,0,1,c:21359,0,1,0,0,0,0,1.0,1
354,TX,30.271393,-97.748623,78701,c:21395,Austin,,Phurnace Software,acquired,1,1/1/2007,,9/11/2007,7/1/2008,0.6932,1.4986,3.4164,3.4164,9,2,10000000,1,TX,0,0,0,1,0,software,1,0,0,0,0,0,0,0,0,0,c:21395,0,0,1,0,0,0,2.0,1
355,CA,37.422859,-122.045217,94035,c:21492,Moffett Field,Moffett Field CA 94035,Airship Ventures,closed,0,1/1/2007,11/14/2012,5/9/2008,3/1/2009,1.3534,2.1644,4.5178,4.5178,3,2,10500000,1,CA,1,0,0,0,0,other,0,0,0,0,0,0,0,0,0,1,c:21492,0,0,1,1,0,0,2.0,1
356,NY,40.730646,-73.986614,10013,c:21528,New York,New York NY 10013,avVenta,acquired,1,1/1/2005,,1/14/2009,1/14/2009,4.0384,4.0384,6.0027,6.0027,10,1,20000000,1,NY,0,1,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:21528,0,0,1,0,0,0,1.0,0
357,CA,37.389615,-122.050179,94043,c:21565,Mountain View,,Gear6,acquired,1,8/1/2006,,7/11/2006,3/26/2008,-0.0575,1.6521,3.1699,3.6247,4,2,20000000,2,CA,1,0,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,c:21565,1,0,0,0,1,0,2.5,1
358,UT,40.331052899999996,-111.72763470000001,84095,c:21598,South Jordan,,Solera Networks,acquired,1,1/1/2005,,1/1/2005,1/30/2012,0.0,7.0822,5.0027,7.9671,11,6,51700000,2,UT,0,0,0,0,1,analytics,0,0,0,0,0,0,0,0,0,1,c:21598,0,0,1,1,1,1,1.5,1
359,CA,37.368829999999996,-122.03635,94086,c:21654,Sunnyvale,Sunnyvale CA 94086,Level 5 Networks,acquired,1,1/1/2002,,6/20/2005,6/20/2005,3.4685,3.4685,2.0,2.0,3,1,30000000,1,CA,1,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,c:21654,0,0,0,1,0,0,4.0,1
360,CA,37.779281,-122.41923600000001,94103,c:21762,San Francisco,San Francisco CA 94103,Zencoder,acquired,1,1/1/2007,,2/1/2010,4/12/2011,3.0877,4.2795,3.6356,4.6685,7,2,2000000,2,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:21762,0,1,1,0,0,0,8.5,1
361,CA,37.7776778,-122.39211019999999,94107,c:2178,San Francisco,,What They Like,closed,0,8/29/2007,10/21/2011,8/29/2007,8/29/2007,0.0,0.0,,,2,1,990000,0,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:2178,0,0,1,0,0,0,2.0,0
362,CA,37.674378000000004,-122.387699,94005,c:21940,Brisbane,,BiPar Sciences,acquired,1,1/1/2002,,12/20/2004,1/12/2009,2.9699,7.0356,,,8,4,73000000,0,CA,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,c:21940,0,0,1,1,1,0,4.5,1
363,CA,37.766909000000005,-122.406676,94103,c:220,San Francisco,,Flixster,acquired,1,1/20/2006,,2/1/2006,4/4/2008,0.0329,2.2055,4.5151,6.9123,12,3,7175000,6,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:220,0,1,1,1,0,0,2.6667,1
364,MA,42.375640000000004,-71.2358,2451,c:22027,Waltham,Waltham MA 2451,Colubris Networks,acquired,1,1/1/2000,,3/8/2005,10/23/2006,5.1863,6.8137,7.3342,7.3342,9,2,29000000,1,MA,0,0,1,0,0,public_relations,0,0,0,0,0,0,0,0,0,1,c:22027,1,0,0,0,0,1,5.0,1
365,NY,40.729839,-73.991781,10003,c:22057,New York,New York NY 10003,Mr. Youth,acquired,1,1/1/2002,,10/1/2002,2/1/2009,0.7479,7.0904,8.0055,9.874,5,2,15100000,3,NY,0,1,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:22057,0,1,1,0,0,0,1.0,0
366,CA,37.4484914,-122.1802812,94025,c:22113,Menlo Park,,Factery,closed,0,4/1/2009,1/17/2013,9/10/2009,9/10/2009,0.4438,0.4438,0.8192,0.8192,2,1,1200000,1,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:22113,1,0,0,0,0,0,2.0,1
367,TX,30.2734822,-97.7588828,78703,c:22168,Austin,,Infochimps,acquired,1,7/14/2009,,9/14/2010,6/4/2013,1.1699,3.8932,2.3014,3.4301,8,5,5350000,3,TX,0,0,0,1,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:22168,0,1,1,0,0,0,3.0,1
368,CA,37.444531,-122.163352,94301,c:22203,Palo Alto,,Milo,acquired,1,1/1/2008,,11/1/2008,11/24/2009,0.8356,1.8986,2.3014,3.8356,21,2,4950000,3,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:22203,0,1,1,0,0,0,12.5,1
369,TX,30.235039899999997,-97.80012990000002,78735,c:22291,Austin,,Metreos Corporation,acquired,1,1/1/2001,,3/20/2003,10/14/2004,2.2137,3.7863,4.0877,9.4986,8,2,4355000,3,TX,0,0,0,1,0,software,1,0,0,0,0,0,0,0,0,0,c:22291,0,1,1,0,0,0,1.5,0
370,CA,37.522281,-122.25813899999999,94065,c:2234,Redwood City,,TwoFish,acquired,1,1/1/2006,,12/1/2006,10/10/2008,0.9151,2.7753,3.0027,3.6466,6,2,9500000,2,CA,1,0,0,0,0,ecommerce,0,0,0,0,0,0,1,0,0,0,c:2234,0,0,1,1,0,0,2.5,1
371,TX,32.7837746,-96.78107759999999,75226,c:223501,Dallas,,Fetch MD,closed,0,5/15/2013,7/1/2013,6/7/2013,6/7/2013,0.063,0.063,0.0466,0.0466,4,1,25000,1,TX,0,0,0,1,0,health,0,0,0,0,0,0,0,0,0,1,c:223501,0,1,0,0,0,0,1.0,0
372,NY,40.743662,-73.984268,10016,c:2245,New York,,Advaliant,closed,0,4/16/2013,5/4/2009,4/1/2004,4/1/2004,-9.0466,-9.0466,-6.0466,-3.8822,6,1,100000,2,NY,0,1,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:2245,0,1,0,0,0,0,1.0,0
373,CA,34.1411985,-118.7040908,91302,c:22712,Calabasas,,Fulcrum Microsystems,acquired,1,1/1/2000,,5/9/2005,3/15/2010,5.3562,10.2082,8.0055,8.0055,2,4,81017493,1,CA,1,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,c:22712,1,0,0,0,1,1,5.6667,1
374,CA,37.566123,-122.323045,94401,c:2272,San Mateo,,Smalltown,closed,0,1/15/2005,1/4/2010,11/1/2005,11/1/2005,0.7945,0.7945,2.0466,3.326,7,1,4000000,4,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:2272,0,0,1,0,0,0,1.0,0
375,CA,37.487259,-122.23221699999999,94063,c:22721,Redwood City,,CubeTree,acquired,1,1/1/2008,,2/1/2008,11/2/2009,0.0849,1.8384,1.4164,2.3369999999999997,3,3,11500000,3,CA,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:22721,0,1,1,1,0,0,1.5,1
376,CA,37.552262,-122.292146,94403,c:22726,San Mateo,,Servo Software,acquired,1,1/1/2008,,12/15/2009,12/15/2009,1.9562,1.9562,1.9562,2.0027,11,1,3011408,3,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:22726,0,0,0,1,0,0,1.0,1
377,MA,42.360253,-71.058291,2114,c:2275,Boston,Boston MA 2114,Where,acquired,1,1/1/2004,,12/31/2003,1/1/2009,-0.0027,5.0055,4.9507,7.3726,23,4,19100000,6,MA,0,0,1,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:2275,0,0,1,1,1,0,2.5,1
378,CA,37.779501399999994,-122.39487120000001,94107,c:22856,San Francisco,,Fotomoto,acquired,1,10/1/2008,,12/1/2008,5/26/2011,0.1671,2.6493,0.6082,4.7507,10,3,1822922,3,CA,1,0,0,0,0,ecommerce,0,0,0,0,0,0,1,0,0,0,c:22856,0,1,1,0,0,0,2.3333,1
379,CA,37.406914,-122.09037,94043,c:22898,Mountain View,Mountain View CA 94043,Matisse Networks,closed,0,1/1/2002,2/15/2009,7/18/2006,7/18/2006,4.5452,4.5452,5.0027,5.0027,3,1,7500000,1,CA,1,0,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,c:22898,0,0,0,1,0,0,3.0,1
380,NY,40.7464969,-74.00944709999999,10011-6903,c:23,New York,,Joost,acquired,1,10/1/2006,,5/9/2007,5/9/2007,0.6027,0.6027,1.9534,6.3425,19,1,45000000,5,NY,0,1,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:23,0,0,1,0,0,0,3.0,1
381,CA,34.054935,-118.244476,90015,c:23052,Los Angeles,Los Angeles CA 90015,HauteLook,acquired,1,12/1/2007,,5/12/2009,6/3/2010,1.4466,2.5068,2.5014,3.6411,15,2,41000000,2,CA,1,0,0,0,0,fashion,0,0,0,0,0,0,0,0,0,1,c:23052,0,0,0,1,1,0,1.5,1
382,FL,28.0385347,-82.5068513,33618,c:23072,Tampa,,Persystent Technologies,acquired,1,1/1/2002,,8/8/2005,12/3/2009,3.6027,7.926,8.5945,9.1096,1,3,21460663,2,FL,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,c:23072,0,0,0,1,1,1,4.5,1
383,CA,37.779281,-122.41923600000001,94105,c:23098,San Francisco,San Francisco CA 94105,Miyowa,acquired,1,4/14/2003,,9/4/2006,5/8/2008,3.3945,5.0712,5.7233,8.7342,3,2,11725600,2,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:23098,0,0,1,1,0,0,2.0,1
384,TX,32.958634,-96.82364100000001,75001,c:23107,Addison,,SensorLogic,acquired,1,1/1/2002,,6/19/2007,12/13/2010,5.4658,8.9534,8.8384,8.9534,4,3,19000000,2,TX,0,0,0,1,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:23107,1,0,0,1,1,0,5.3333,1
385,CA,37.393536,-122.076747,94306,c:23125,Palo Alto,,Playdom,acquired,1,2/1/2008,,11/11/2009,6/21/2010,1.7781,2.3863,2.3123,4.6301,37,2,76000000,3,CA,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:23125,0,0,1,0,0,0,4.0,1
386,CA,37.536402,-122.325129,94065,c:23134,Redwood City,,Bigfoot Networks,acquired,1,1/1/2006,,3/6/2006,11/17/2009,0.1753,3.8795,2.0,4.474,12,3,20750000,2,CA,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,c:23134,1,0,1,1,0,0,2.3333,1
387,NY,40.753881,-73.978852,10173,c:23136,New York,,TxVia,acquired,1,1/1/2006,,10/1/2007,10/26/2010,1.7479,4.8192,4.0027,4.8192,8,4,55350000,2,NY,0,1,0,0,0,finance,0,0,0,0,0,0,0,0,0,1,c:23136,0,0,1,1,1,1,4.0,1
388,CA,37.779281,-122.41923600000001,94103,c:23139,San Francisco,San Francisco CA 94103,SimpleGeo,acquired,1,5/1/2009,,11/10/2009,5/18/2010,0.5288,1.0466,1.2959,3.3781,30,3,9807367,3,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:23139,0,1,1,0,0,0,8.6667,1
389,CA,37.791388,-122.39214799999999,94105,c:23192,San Francisco,,Canopy Financial,closed,0,1/1/2004,8/27/2009,1/1/2008,10/1/2009,4.0027,5.7534,5.9233,6.0,6,4,89500000,2,CA,1,0,0,0,0,finance,0,0,0,0,0,0,0,0,0,1,c:23192,0,0,0,1,1,0,1.0,1
390,NJ,40.535315999999995,-74.521435,8873,c:23234,Somerset,,Elanti Systems,closed,0,1/1/2007,2/11/2012,5/29/2008,5/29/2008,1.4082,1.4082,0.0,0.0,1,1,5500000,1,NJ,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,c:23234,1,0,0,0,0,0,3.0,1
391,OR,45.3774456,-122.7569561,97062,c:23251,Tualatin,,Wi-Chi,closed,0,1/1/2008,12/10/2011,5/15/2008,5/15/2008,0.3699,0.3699,,,3,1,7000000,0,OR,0,0,0,0,1,semiconductor,0,0,0,0,0,0,0,0,0,1,c:23251,0,0,1,0,0,0,1.0,1
392,VA,38.881717,-77.089398,22201,c:23335,Arlington,,Social Collective,closed,0,4/17/2009,3/6/2012,4/18/2009,4/18/2009,0.0027,0.0027,0.5836,0.5836,3,1,20000,1,VA,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,c:23335,0,1,0,0,0,0,1.0,0
393,CA,37.779281,-122.41923600000001,94103,c:23357,San Francisco,San Francisco CA 94103,gdgt,acquired,1,7/1/2009,,7/1/2009,4/7/2010,0.0,0.7671,1.5041,3.6247,8,2,3715000,2,CA,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,c:23357,0,1,1,0,0,0,6.5,1
