id,acquiring_company_name,acquiring_object_id,acquired_company_name,acquired_object_id,price_amount,funding_total_usd,status
810,Shire,c:53654,SARcode Bioscience,c:46168,160000000,73000000,acquired
811,,,Mendocino Software,c:46186,0,19700000,closed
812,Google,c:59,Aardvark,c:4622,50000000,6000000,acquired
813,,,CebaTech,c:46259,0,8500000,closed
816,LinkedIn,c:176,Rapportive,c:46586,15000000,1000000,acquired
817,ADOR,c:53254,Off & Away,c:46835,5000000,3250000,acquired
818,,,MyCabbage,c:46863,0,950000,closed
819,,,FireStar Software,c:46889,0,980000,closed
820,,,HeadCase Humanufacturing,c:46893,0,900000,closed
822,PayPal,c:333,Braintree,c:46943,800000000,69000000,acquired
824,Glam Media,c:149,Ning by Glam Media,c:47,150000000,119000000,acquired
825,,,Giiv,c:47115,0,3350000,closed
826,,,Offermatic,c:47270,0,4500000,closed
827,,,Tipping Bucket,c:47341,0,72000,closed
828,,,International Battery,c:47440,0,35000000,closed
829,,,Infineta Systems,c:47587,0,30000000,closed
831,,,SpinTheCam,c:47662,0,150000,closed
832,,,Atrica,c:47689,0,22200000,closed
833,Cisco,c:28,Navini Networks,c:47848,330000000,30920000,acquired
834,Cox Enterprises,c:4797,Adify,c:4794,300000000,27000000,acquired
835,,,People to Remember,c:47950,0,25000,closed
836,,,Center'd,c:4829,0,10400000,closed
837,,,NeuroTherapeutics Pharma,c:48376,0,55000000,closed
838,,,Auvitek International,c:48640,0,9000000,closed
839,Yahoo!,c:29,BlueLithium,c:487,300000000,11500000,acquired
841,Amazon,c:317,Quidsi,c:49052,545000000,78500000,acquired
842,,,Loudcaster,c:49236,0,53000,closed
843,,,Cerona Networks,c:49341,0,2600000,closed
844,Getty Images,c:629,WireImage,c:49442,202000000,15000000,acquired
846,,,Helicomm,c:49621,0,1000000,closed
855,Bio-Rad Laboratories,c:40611,QuantaLife,c:50208,162000000,20757182,acquired
856,Cadence Pharmaceuticals,c:37734,Incline Therapeutics,c:50209,285000000,64940000,acquired
857,,,Skyrider,c:5043,0,17000000,closed
858,,,Opzi,c:50449,0,1015000,closed
859,Constant Contact,c:3524,SinglePlatform,c:50727,100000000,4575000,acquired
860,,,Zango,c:509,0,40000000,closed
861,,,Network Chemistry,c:50927,0,6000000,closed
862,,,Wirama,c:5095,0,1000000,closed
864,,,Abound Solar,c:51023,0,510000000,closed
869,GREE,c:15609,OpenFeint,c:51306,104000000,3000000,acquired
872,,,DotBlu,c:516,0,2250000,closed
873,,,Lama Lab,c:51623,0,1213066,closed
874,,,Wellcore,c:51745,0,2000000,closed
875,Covidien,c:31915,BARRX Medical,c:51890,325000000,15000000,acquired
876,Monitise,c:17661,ClairMail,c:5192,173000000,34100000,acquired
877,,,Hurricane Party,c:51969,0,20000,closed
878,Sonic Solutions,c:4804,Simple Star,c:522,6000000,7100000,acquired
881,Under Armour,c:42816,MapMyFitness,c:52406,150000000,23500000,acquired
882,Airbnb,c:9049,Fondu,c:52566,575000,575000,acquired
883,,,Dilithium Networks,c:5264,0,98170000,closed
884,,,Plethora Technology,c:52694,0,1000000,closed
885,Adobe Systems,c:283,Efficient Frontier,c:5306,400000000,6000000,acquired
887,,,GeekStatus,c:53304,0,435953,closed
889,,,TelASIC Communications,c:53471,0,26000000,closed
891,,,PacketHop,c:53814,0,10000000,closed
892,,,Inaura,c:53831,0,8500000,closed
893,Twitter,c:12,AdGrok,c:53885,10000000,470000,acquired
894,,,T-Networks,c:53946,0,5750000,closed
895,,,Wesabe,c:54,0,4700000,closed
896,,,Blue Vector Systems,c:54066,0,4000000,closed
897,Stratasys,c:148258,MakerBot,c:54077,403000000,10000000,acquired
898,American Express,c:1640,Sometrics,c:5411,30000000,5550000,acquired
899,,,Invicta Networks,c:54177,0,200000,closed
901,,,Smooth-Stone,c:54488,0,48000000,closed
905,ValueClick,c:840,Greystripe,c:549,75000000,17600000,acquired
907,,,ezzai - how to arabia,c:55044,0,45000000,closed
910,VeriFone,c:32951,WAY Systems,c:55354,9000000,22000000,acquired
914,,,Fashism,c:55436,0,1000000,closed
915,,,Wander (f. YongoPal),c:55592,0,185000,closed
916,,,PANTA Systems,c:55829,0,9500000,closed
917,Teradata,c:25106,Aster Data Systems,c:5585,263000000,53000000,acquired
918,Opsware,c:4999,iConclude,c:5587,53000000,12500000,acquired
921,,,RippleFunction,c:56478,0,20000,closed
922,,,Sionex,c:56568,0,12000000,closed
923,,,Generic Media,c:56580,0,2500000,closed
924,GlaxoSmithKline,c:5663,Sirtris Pharmaceuticals,c:5662,720000000,82000000,acquired
925,,,UniversityLyfe,c:56858,0,500000,closed
926,Yahoo!,c:29,Qwiki,c:56989,50000000,10500000,acquired
929,,,SpiralFrog,c:575,0,45000000,closed
931,,,Visiprise,c:57923,0,32000000,closed
932,,,Sidecar.me,c:5800,0,5100000,closed
937,,,Tutorspree,c:58420,0,1800000,closed
941,,,Klir Technologies,c:58560,0,8700000,closed
942,,,Dormzy,c:58696,0,250000,closed
943,,,Hashable,c:58699,0,4000000,closed
944,Twitter,c:12,MoPub,c:58944,350000000,18500000,acquired
945,,,MessageGate,c:58998,0,5000000,closed
946,,,Sychron Advanced Technologies,c:59018,0,5000000,closed
947,,,Nettle,c:59054,0,500000,closed
950,,,Diversion,c:59298,0,300000,closed
952,Opera Software,c:2584,Skyfire Labs,c:5936,155000000,40800000,acquired
953,,,Aptera,c:5952,0,36300000,closed
955,,,CafeBots,c:59709,0,5000000,closed
956,Google,c:59,Jambool,c:5986,70000000,6000000,acquired
958,O2,c:38385,Jajah,c:60,207000000,33000000,acquired
961,Cisco,c:28,IronPort Systems,c:6012,830000000,61500000,acquired
962,,,Blue Buzz Network,c:60186,0,1310000,closed
963,,,Kiha Software,c:60243,0,20000000,closed
964,,,World Blender,c:60352,0,12000,closed
967,,,TeleFlip,c:6049,0,4900000,closed
968,,,Lazarus Therapeutics,c:60516,0,100000,closed
973,,,Inertia Beverage Group,c:6150,0,25500100,closed
974,,,Flud,c:61592,0,2100000,closed
975,,,Gamook,c:6171,0,1500000,closed
976,AppDirect,c:74323,Standing Cloud,c:61783,9000000,10000003,acquired
977,,,DotSpots,c:6219,0,300000,closed
980,CondÚ Nast,c:318,ZipList,c:62432,14000000,4500000,acquired
982,Google,c:59,YouTube,c:63,1650000000,11500000,acquired
984,Symantec,c:3320,PasswordBank,c:63053,0,3500000,acquired
986,,,Slipstream,c:63217,0,20000,closed
987,,,Cozi Group,c:6340,0,26390819,closed
989,,,Lifestander,c:63621,0,31000,closed
990,Apple,c:1654,Quattro Wireless,c:637,275000000,28300000,acquired
991,,,Weatherista,c:63731,0,500000,closed
998,American Express,c:1640,Accertify,c:6520,150000000,4700000,acquired
999,,,Bevvy,c:65389,0,100000,closed
1000,,,Help Me Rent Magazine,c:65601,0,500000,closed
1002,ADOR,c:53254,Plixi,c:65620,10000000,2600000,acquired
1003,,,Inhale Digital,c:65806,0,1300000,closed
1007,,,GreenGoose!,c:66706,0,1200000,closed
1010,,,Pipewise,c:67806,0,3500000,closed
1016,,,Loud3r,c:6854,0,3529175,closed
1018,,,Swaptree Inc.,c:6964,0,11300000,closed
1021,,,Define My Style,c:70021,0,690000,closed
1025,,,StyleTrek,c:70661,0,1500000,closed
1026,,,Loosecubes,c:70893,0,9030000,closed
1027,,,Triples Media,c:71120,0,100000,closed
1028,,,nprogress,c:71372,0,1700000,closed
1030,,,FlyCast,c:7163,0,2100000,closed
1031,SolarCity,c:12352,Zep Solar,c:71639,158000000,10571182,acquired
1032,,,Color Labs Inc.,c:71852,0,41000000,closed
1033,Google,c:59,GrandCentral,c:72,60000000,4000000,acquired
1034,,,rPath,c:7207,0,32500000,closed
1035,MySpace,c:494,imeem,c:725,1000000,24750000,acquired
1036,Google,c:59,AdMob,c:726,750000000,46800000,acquired
1040,SoundCloud Inc.,c:6745,Instinctiv,c:7329,10000000,1420698,acquired
1041,,,Fortisphere,c:7345,0,10000000,closed
1042,Facebook,c:5,Onavo,c:73586,150000000,13000000,acquired
1044,LivingSocial,c:8583,SocialMedia.com,c:741,3000000,10000000,acquired
1049,Cvent,c:3399,CrowdCompass,c:74928,10000000,1300000,acquired
1051,,,Solmentum,c:75500,0,325000,closed
1052,,,Sonya Labs,c:7561,0,25000,closed
1053,,,Million Dollar Earth,c:75796,0,30000,closed
1055,Google,c:59,PeakStream,c:7613,20300000,22000000,acquired
1056,EMC,c:966,Mozy,c:762,76000000,1900000,acquired
1057,,,Sonar.me,c:76274,0,200000,closed
1059,,,CatchFree,c:76463,0,5500000,closed
1061,,,Plizy,c:76543,0,5200000,closed
1064,Concur Technologies,c:18871,TripIt,c:767,120000000,13100000,acquired
1065,,,Tripl,c:76765,0,900000,closed
1066,AOL,c:351,Adap.tv,c:77,405000000,48500000,acquired
1067,Intuit,c:2537,Mint.com,c:771,170000000,31775000,acquired
1069,,,Flowgram,c:7748,0,1300000,closed
1070,Cisco,c:28,JouleX,c:78759,107000000,17000000,acquired
1072,,,HelpMeRent.com,c:79089,0,154000,closed
1074,,,Gigi Hill,c:79149,0,4000000,closed
1075,LinkedIn,c:176,Pulse,c:79431,90000000,9800000,acquired
1076,,,TrustDegrees,c:79456,0,11000,closed
1081,,,Eyeona,c:80259,0,2000000,closed
1082,,,Matatena Games,c:80400,0,120000,closed
1085,,,RatePoint,c:810,0,24500000,closed
1087,,,Caterva,c:81474,0,2408500,closed
1088,,,Moprise,c:81475,0,2238055,closed
1091,,,skyrockit,c:81886,0,2600000,closed
1092,,,neoSaej,c:8251,0,13130000,closed
1096,,,MyDoorman,c:83173,0,100000,closed
1097,,,ItsGoinOn,c:83176,0,100000,closed
1099,,,Eons,c:833,0,32000000,closed
1101,AOL,c:351,5min Media,c:835,65000000,12800000,acquired
1102,,,Myrio,c:8351,0,20500000,closed
1103,Twitter,c:12,Crashlytics,c:83692,100000000,6000000,acquired
1105,,,CrowdSling,c:84008,0,40000,closed
1107,Facebook,c:5,Parse,c:84320,90000000,7000000,acquired
1108,,,Link_A_Media Devices,c:84867,0,47218498,closed
1109,,,Lexy,c:8494,0,1708000,closed
1111,,,Cuil,c:856,0,33000000,closed
1113,,,Carbonetworks,c:8596,0,5000000,closed
1115,,,Netgamix Inc,c:86120,0,132885,closed
1118,Rimage,c:55913,Qumu,c:8718,52000000,24750000,acquired
1121,Yahoo!,c:29,Xobni,c:886,48000000,41752000,acquired
1122,Google,c:59,Admeld,c:8972,400000000,30000000,acquired
1123,VMware,c:5990,SpringSource,c:8990,362000000,25000000,acquired
1126,GoDaddy,c:3169,Locu,c:90087,70000000,4600000,acquired
1127,,,Six Degrees Games,c:9038,0,17999998,closed
1128,,,BrightQube,c:904,0,850000,closed
1129,eBay,c:20,Hunch,c:9050,80000000,19200000,acquired
1130,DeNA,c:9636,ngmoco,c:9068,400000000,44800000,acquired
1131,,,Local Marketers,c:9085,0,4100000,closed
1132,,,LeisureLogix,c:9106,0,5900000,closed
1133,,,Mix & Meet,c:915,0,400000,closed
1136,,,Sim Ops Studios,c:933,0,698866,closed
1138,Compuware,c:6651,dynaTrace software,c:9373,256000000,21900000,acquired
1139,IBM,c:3246,Worklight,c:938,70000000,17600000,acquired
1143,AuthenTec,c:26999,Atrua Technologies,c:9665,600000000,13000000,acquired
1144,,,Sequoia Communications,c:9668,0,74000000,closed
1146,Salesforce,c:1972,Salesforce Buddy Media,c:967,689000000,90000000,acquired
1147,Visa,c:17066,PlaySpan,c:971,190000000,46300000,acquired
1148,,,OfferLounge,c:9730,0,120000,closed
1154,Yahoo!,c:29,Zimbra,c:997,350000000,14500000,acquired
